what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343024142066
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1343024203460
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343024206383
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343024247036
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343024251283
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343024251865
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343024256401
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343024261472
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343024264231
started,bundle,com.android.ide.eclipse.ddms,20.0.1.v201207132230-403220,"com.android.ide.eclipse.ddms",1343024264695
started,bundle,com.android.ide.eclipse.traceview,20.0.1.v201207132230-403220,"com.android.ide.eclipse.traceview",1343024265417
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343024277629
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343024299393
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1343024299409
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343024300936
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343024339169
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343024341603
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1343024342445
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343024343584
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343024345898
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343024346005
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343024347783
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343024355388
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343024355526
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1343024357207
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343024368717
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343024369875
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343024370776
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343024395175
opened,view,com.android.ide.eclipse.ddms,20.0.1.v201207132230-403220,"com.android.ide.eclipse.ddms.views.LogCatView",1343024395619
activated,view,com.android.ide.eclipse.ddms,20.0.1.v201207132230-403220,"com.android.ide.eclipse.ddms.views.LogCatView",1343024395646
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343024407846
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343024408248
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1343024408262
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343024408459
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343024411520
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343024415163
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343024416083
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343024417615
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343024418264
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343024418442
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343024427968
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1343024443592
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1343024444766
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343024448113
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343024471299
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343024471837
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343024472935
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343024474595
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1343025133958
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1343025151845
